nonce,t,rt_price_mean,da_price_mean,soc_frac_mean,desired_action_sum,final_action_sum,n_curtailed,min_line_headroom_frac,costate_mean,cum_profit
56,66,69.4472577363176,64.95918368779361,0.6376106417347651,496.343161781449,80.77145261409248,14,-1.6209467546316278e-16,53.096262093657195,35395.02655963816
56,67,66.92023198086527,64.16378500741503,0.6224846238198178,439.19772358618866,51.019307425764886,12,-1.6923490211554e-16,52.317384361149706,37418.4937533107
56,68,56.59699905663321,63.18611821113184,0.6056924649503067,129.30340476027317,110.15239005731966,4,-7.783914992094615e-16,51.68006868575028,38630.391889441875
56,69,82.55320149870253,62.38026461937002,0.5798355062317058,440.33919922414225,35.572669302706146,13,0.0,50.80671162134455,40473.30662069255
56,70,70.87894621020675,61.59671752048174,0.5751055252695954,457.090891573289,182.74623346387222,9,-1.9143336064888725e-16,50.0218386726669,44320.22547774693
56,71,51.37207221283578,60.50982270653876,0.5405279146678671,105.67063593008936,91.18783051622665,2,1.6923490211554e-16,49.25062843274308,47947.76875732816
56,72,54.0609121722473,59.126597102506764,0.5189859594320654,189.83522522671933,60.52212530300314,12,-1.6923490211554e-16,48.48650387454808,49474.524613139794
56,73,54.70784161679294,57.626999737667674,0.5035457634443607,341.8424237916189,142.34149964420595,14,-3.3846980423108e-16,47.63048396796263,50705.62361816347
56,74,52.76651298407179,56.284972465546865,0.4773230275802961,385.82841222582584,73.46012983570084,16,-1.6923490211554e-16,46.67975927276764,52890.051239147186
56,75,54.28121146658998,55.158588899756786,0.46442525834290266,382.08833901979966,150.07651910084235,14,0.0,45.88619686415379,54228.05322520575
56,76,58.6504230945824,54.159640275341516,0.43503743095011116,455.6611670913559,165.2327046654816,14,0.0,45.1116064572693,56501.684684208965
56,77,62.52217565825946,53.17809312308267,0.40977621306458084,408.25551785432776,145.35722408334289,12,1.6923490211554e-16,44.264391491741314,59093.32568176411
56,78,51.5335902168134,52.291694276901616,0.38590119266358436,351.8906025136838,96.38916347871094,14,1.6923490211554e-16,43.497386095104574,62297.97109358282
56,79,59.23389227113122,51.479287851503486,0.3654421935917309,429.63527486593966,140.16660676863978,12,-1.6923490211554e-16,42.552486909205044,63924.27560006026
56,80,47.3246012138235,49.92259207864859,0.33965647627783124,293.7143930622203,10.66030864359389,14,0.0,41.58881501284388,66360.84574867882
56,81,50.73357340546241,49.01716281064981,0.3321410140066736,148.92548460006878,118.50890096459472,5,-1.6923490211554e-16,40.81878445617005,66645.42248235582
56,82,54.642554104487076,47.904680408867364,0.30337364887319557,461.7049103833575,44.23206296016663,14,3.3846980423108e-16,39.87654062500374,69116.97508706739
