seed,nonce,scenario,baseline,profit_policy_v6,profit_policy_v8,profit_policy_v9,profit_policy_v10,profit_policy_v11,q_policy_v6,q_policy_v8,q_policy_v9,q_policy_v10,q_policy_v11,best,gain_over_v11,n_tied,error
123,62,MULTIDAY,36376.78805399057,240442.47765233243,240442.47765233243,310592.26761514327,329393.1343722584,329393.1343722584,5.609777567218331,5.609777567218331,7.538199335978285,8.0550362466119,8.0550362466119,policy_v10,0.0,2,
123,53,DENSE,23727.4800481649,385000.00710897933,385000.00710897933,575586.0139230076,588696.5086152627,588696.5086152627,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,70,BASELINE,14681.167855550975,39428.03572704516,37957.1562976765,37957.1562976765,37957.1562976765,37817.849942542474,1.685619843958921,1.5854316679404628,1.5854316679404628,1.5854316679404628,1.5759428890847764,policy_v6,0.10967695487414453,1,
123,54,CAPSTONE,36359.555064415144,539443.0300975674,539443.0300975674,539443.0300975674,539443.0300975674,539443.0300975674,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,71,CONGESTED,28249.033885547156,117938.26480895869,124468.41319879299,124468.41319879299,124468.41319879299,125236.27368305773,3.174948611822212,3.4061122125336722,3.4061122125336722,3.4061122125336722,3.4332940442150184,policy_v11,0.0,1,
123,58,DENSE,17600.22099709832,193076.8375988226,193076.8375988226,313842.76146354224,322648.87301074556,322648.87301074556,9.970137114794428,9.970137114794428,10.0,10.0,10.0,policy_v9,0.0,3,
123,59,CAPSTONE,42577.402866255245,773014.8020281054,773014.8020281054,773014.8020281054,773014.8020281054,773014.8020281054,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,67,MULTIDAY,5370.362005450421,202842.93090317256,202842.93090317256,303535.6560582003,318685.92301689537,318685.92301689537,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
123,75,BASELINE,18733.347784873404,45844.03180039381,46337.352221489484,46337.352221489484,46337.352221489484,46429.04529645331,1.447188421706677,1.4735222316980594,1.4735222316980594,1.4735222316980594,1.4784168760516423,policy_v11,0.0,1,
123,76,CONGESTED,1.4879759731797228e-12,78693.7371670487,81613.14289400031,81613.14289400031,81613.14289400031,83590.23120217922,10.0,10.0,10.0,10.0,10.0,policy_v6,0.0,5,
